x,y
55.75073,49.18329
55.75063,49.17960999999999
55.752039999999965,49.17959000000004
55.75225,49.16586
55.752500000000026,49.16607
55.75287000000002,49.167749999999984
55.753,49.167669999999994
55.752469999999946,49.16447000000002
55.74931999999998,49.163339999999984
55.745609999999964,49.16290000000002
55.73837999999994,49.162710000000025
55.738320000000016,49.16260999999999
55.73696,49.16237999999999
55.73054000000001,49.15774000000006
55.73289,49.144839999999995
55.742810000000006,49.14461
55.74292000000001,49.13916999999999
55.828300000000006,49.10118
55.828300000000006,49.10086999999999
55.82718000000002,49.10083000000004
55.82699000000001,49.101049999999994
55.827,49.10500000000001
55.82083,49.10505
55.8194,49.105010000000014
55.8201,49.12515
55.82015,49.12671
55.81939000000007,49.12671
55.81858999999999,49.14799999999999
55.81946,49.14737999999994
55.82179000000001,49.14736
55.83602,49.133539999999904
55.8071600000001,49.14102000000002
55.80246999999986,49.15058000000017
55.777239999999935,49.14513999999997
55.77327000000004,49.13934000000004
55.76360000000016,49.150220000000154
55.763150000000046,49.16013999999998
55.766890000000004,49.170039999999986
55.79225999999997,49.15644999999998
55.7924,49.156479999999995
55.792460000000034,49.156129999999955
55.802520000000044,49.150840000000066
55.807289999999995,49.1411399999999
55.812719999999935,49.133879999999955
55.81288000000002,49.134129999999956
55.814629999999944,49.134169999999926
55.81590999999993,49.134169999999926
55.81400000000013,49.105190000000164
55.84204,49.08305000000001
55.83342999999997,49.08029000000003
55.83147000000003,49.08013000000003
55.818009999999965,49.09803000000009
55.81256000000008,49.10188999999993
55.80118000000015,49.10196999999993
55.79615000000007,49.102950000000064
55.78441999999997,49.11821999999994
55.784829999999964,49.11879000000024
55.77800000000001,49.12858000000003
55.769610000000014,49.13217999999999
55.82453999999999,49.15143999999999
55.82458999999999,49.147360000000006
55.827039999999954,49.14741000000002
55.82721999999996,49.14741000000002
55.82718,49.10500000000001
55.83139000000001,49.10499000000001
55.831260000000015,49.0915
55.83474999999999,49.08973000000001
55.843360000000025,49.085479999999976
55.84713000000004,49.08429
55.84722999999996,49.084330000000016
55.84728999999998,49.08426000000002
55.85391000000002,49.08469999999998
55.85501,49.07875000000001
55.79545000000001,49.207679999999996
55.794750000000015,49.206560000000046
55.79504999999999,49.207589999999996
55.796409999999995,49.218720000000005
55.79547,49.21957
55.8098,49.200910000000015
55.81593999999996,49.180940000000035
55.82641,49.15305999999999
55.82727,49.1533
55.827289999999984,49.15708999999999
55.77976999999999,49.21217000000001
55.778659999999995,49.21216
55.77865333333336,49.207524444444466
55.778749999999995,49.20720000000001
55.78234999999999,49.20722
55.78245,49.20713999999999
55.78248999999992,49.189670000000035
55.78676000000001,49.16565
55.74907000000001,49.20855
55.74482,49.20069999999999
55.745089999999955,49.199990000000014
55.74530000000001,49.19968
55.741469999999964,49.19264000000007
55.74809999999999,49.19011857142857
55.79085,49.12466
55.787879999999895,49.12332000000005
55.787650000000134,49.123830000000076
55.79059000000001,49.14152999999997
55.78871000000002,49.14369000000003
55.84154999999999,49.11221
55.862730000000006,48.88690999999999
55.867010000000015,48.88551999999999
55.86802,48.88517000000001
55.86916,48.88474
55.87199,48.88264
55.79214000000001,49.10725
55.79128000000001,49.105070000000005
55.79524999999999,49.10035999999996
55.796360000000035,49.10361000000009
55.80130999999989,49.10228000000005
55.81264000000008,49.10213000000015
55.815499999999915,49.09994999999988
55.81818000000009,49.09783999999994
55.74067,49.22493
55.73798,49.19930999999998
55.74132000000003,49.193040000000046
55.789229999999996,49.16637
55.78734000000001,49.17099
55.76598000000005,49.181149999999924
55.76199999999997,49.18802000000002
55.752780000000016,49.18903
55.77322,49.102399999999996
55.78249999999994,49.11560000000004
55.78971000000001,49.13779
55.78479000000001,49.14302999999998
55.782709999999994,49.13824
55.82644,49.10107
55.82718,49.10117
55.82487999999996,49.085859999999975
55.82292000000002,49.080969999999986
55.82231,49.079390000000046
55.82522999999997,49.07008999999999
55.82529999999998,49.06971999999999
55.821649999999984,49.066489999999995
55.82157999999999,49.06642
55.82234,49.0626
55.73583000000001,49.18222
55.69909,49.22825
55.689679999999996,49.213680000000004
55.68439999999999,49.21321
55.807850000000016,49.09140000000001
55.80955,49.0943
55.80962999999999,49.09427
55.810050000000004,49.093180000000004
55.81315,49.09321
55.81358999999999,49.09492
55.81661000000001,49.09249
55.820420000000006,49.153929999999974
55.820600000000006,49.15394999999997
55.82175000000003,49.15547999999994
55.81644000000004,49.180029999999995
55.81513999999999,49.178959999999975
55.84419000000001,49.20457000000005
55.83177999999999,49.13401999999998
55.83178999999999,49.13352999999999
55.83051,49.133580000000016
55.83051,49.133100000000006
55.83158999999999,49.133100000000006
55.83168,49.12990000000001
55.83204,49.12399
55.79356000000005,49.14775999999993
55.79614999999998,49.12564999999997
55.78447000000006,49.129639999999874
55.81677363636365,49.11919545454544
55.81678999999993,49.120919999999934
55.81941000000003,49.120960000000046
55.817209999999996,49.18175000000001
55.8171,49.18227000000001
55.81646,49.18484999999999
55.81636000000001,49.18540000000001
55.81701,49.18588
55.81671,49.18784
55.81629,49.18976
55.816300000000005,49.19001
55.790100000000045,49.10953000000002
55.78891000000007,49.107880000000016
55.78567999999999,49.1034
55.78263999999997,49.10682999999997
55.77989000000001,49.10294
55.776799999999994,49.105059999999995
55.77609,49.10667999999999
55.776,49.10689
55.84253,49.140139999999995
55.842530000000004,49.13953000000001
55.84301000000002,49.139540000000004
55.84300000000001,49.133880000000005
55.842999999999996,49.13364000000001
55.84196999999997,49.13364000000001
55.84181,49.13327000000001
55.83735000000001,49.13323
55.83733999999999,49.13236
55.83763,49.13235
55.83758,49.12492
55.83768,49.12481
55.79339999999986,49.14783999999995
55.79287,49.15127999999999
55.75680000000008,49.21911
55.767029999999984,49.21932
55.76696999999996,49.231530000000014
55.76918,49.23153
55.76917000000001,49.2327
55.76298999999999,49.16516000000001
55.76355,49.16643
55.76382,49.166050000000006
55.759339999999995,49.19248000000001
55.76710000000002,49.218869999999974
55.767000000000024,49.23222999999999
55.76702,49.23284
55.76717,49.23402999999998
55.76835000000002,49.23604
55.76954999999999,49.23891
55.76667999999998,49.24739
55.76414,49.24764
55.77065000000001,49.13495
55.81350999999996,49.13385000000007
55.83114,49.13400000000001
55.83147000000003,49.13428999999998
55.83148,49.14328
55.83112,49.14328
55.83112,49.14427
55.81941000000002,49.11001000000004
55.81933000000001,49.12851
55.81921999999998,49.133280000000006
55.81908000000003,49.13335000000002
55.818670000000054,49.13364000000001
55.77651999999993,49.14409999999999
